,Title,State,District,Date.of.Challenge.Removal,Month,Year,school_district,County_Merge,County.FIPS,county_state,STATE,COUNTY,STATEFP,CNTYFP,CNTYTVHH,DMAINDEX,DMA,code,Trends_DMA
1694,The Other Talk: Reckoning with Our White Privilege,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,blanco county,31,"blanco, TX",TX ,Blanco                      ,48,31,3390,54,AUSTIN (TX)                                                          ,635,US-TX-635
1695,The Other Talk: Reckoning with Our White Privilege,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,gillespie county,171,"gillespie, TX",TX ,Gillespie                   ,48,171,8590,54,AUSTIN (TX)                                                          ,635,US-TX-635
1721,Jumping Off Swings (Jumping Off Swings Series),Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,blanco county,31,"blanco, TX",TX ,Blanco                      ,48,31,3390,54,AUSTIN (TX)                                                          ,635,US-TX-635
1722,Jumping Off Swings (Jumping Off Swings Series),Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,gillespie county,171,"gillespie, TX",TX ,Gillespie                   ,48,171,8590,54,AUSTIN (TX)                                                          ,635,US-TX-635
1806,Beyond Magenta: Transgender Teens Speak Out,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,blanco county,31,"blanco, TX",TX ,Blanco                      ,48,31,3390,54,AUSTIN (TX)                                                          ,635,US-TX-635
1807,Beyond Magenta: Transgender Teens Speak Out,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,gillespie county,171,"gillespie, TX",TX ,Gillespie                   ,48,171,8590,54,AUSTIN (TX)                                                          ,635,US-TX-635
1833,Date Violence (Life Balance),Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,blanco county,31,"blanco, TX",TX ,Blanco                      ,48,31,3390,54,AUSTIN (TX)                                                          ,635,US-TX-635
1834,Date Violence (Life Balance),Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,gillespie county,171,"gillespie, TX",TX ,Gillespie                   ,48,171,8590,54,AUSTIN (TX)                                                          ,635,US-TX-635
1953,"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver",Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,blanco county,31,"blanco, TX",TX ,Blanco                      ,48,31,3390,54,AUSTIN (TX)                                                          ,635,US-TX-635
1954,"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver",Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,gillespie county,171,"gillespie, TX",TX ,Gillespie                   ,48,171,8590,54,AUSTIN (TX)                                                          ,635,US-TX-635
2050,In the Dream House,Texas,Leander Independent School District,21-Sep,9,2021,leander independent school district,travis county,453,"travis, TX",TX ,Travis                      ,48,453,335570,54,AUSTIN (TX)                                                          ,635,US-TX-635
2051,In the Dream House,Texas,Leander Independent School District,21-Sep,9,2021,leander independent school district,williamson county,491,"williamson, TX",TX ,Williamson                  ,48,491,96980,54,AUSTIN (TX)                                                          ,635,US-TX-635
2127,Sold,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,blanco county,31,"blanco, TX",TX ,Blanco                      ,48,31,3390,54,AUSTIN (TX)                                                          ,635,US-TX-635
2128,Sold,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,gillespie county,171,"gillespie, TX",TX ,Gillespie                   ,48,171,8590,54,AUSTIN (TX)                                                          ,635,US-TX-635
2156,Fade (Wake Series),Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,blanco county,31,"blanco, TX",TX ,Blanco                      ,48,31,3390,54,AUSTIN (TX)                                                          ,635,US-TX-635
2157,Fade (Wake Series),Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,gillespie county,171,"gillespie, TX",TX ,Gillespie                   ,48,171,8590,54,AUSTIN (TX)                                                          ,635,US-TX-635
2195,Perfectly Good White Boy,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,blanco county,31,"blanco, TX",TX ,Blanco                      ,48,31,3390,54,AUSTIN (TX)                                                          ,635,US-TX-635
2196,Perfectly Good White Boy,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,gillespie county,171,"gillespie, TX",TX ,Gillespie                   ,48,171,8590,54,AUSTIN (TX)                                                          ,635,US-TX-635
2198,Sex & Violence,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,blanco county,31,"blanco, TX",TX ,Blanco                      ,48,31,3390,54,AUSTIN (TX)                                                          ,635,US-TX-635
2199,Sex & Violence,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,gillespie county,171,"gillespie, TX",TX ,Gillespie                   ,48,171,8590,54,AUSTIN (TX)                                                          ,635,US-TX-635
2252,V for Vendetta,Texas,Leander Independent School District,21-Sep,9,2021,leander independent school district,travis county,453,"travis, TX",TX ,Travis                      ,48,453,335570,54,AUSTIN (TX)                                                          ,635,US-TX-635
2253,V for Vendetta,Texas,Leander Independent School District,21-Sep,9,2021,leander independent school district,williamson county,491,"williamson, TX",TX ,Williamson                  ,48,491,96980,54,AUSTIN (TX)                                                          ,635,US-TX-635
2326,The Bluest Eye,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,blanco county,31,"blanco, TX",TX ,Blanco                      ,48,31,3390,54,AUSTIN (TX)                                                          ,635,US-TX-635
2327,The Bluest Eye,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,gillespie county,171,"gillespie, TX",TX ,Gillespie                   ,48,171,8590,54,AUSTIN (TX)                                                          ,635,US-TX-635
2364,"l8r, g8r",Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,blanco county,31,"blanco, TX",TX ,Blanco                      ,48,31,3390,54,AUSTIN (TX)                                                          ,635,US-TX-635
2365,"l8r, g8r",Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,gillespie county,171,"gillespie, TX",TX ,Gillespie                   ,48,171,8590,54,AUSTIN (TX)                                                          ,635,US-TX-635
2379,ttfn (Internet Girls Series),Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,blanco county,31,"blanco, TX",TX ,Blanco                      ,48,31,3390,54,AUSTIN (TX)                                                          ,635,US-TX-635
2380,ttfn (Internet Girls Series),Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,gillespie county,171,"gillespie, TX",TX ,Gillespie                   ,48,171,8590,54,AUSTIN (TX)                                                          ,635,US-TX-635
2383,ttyl (Internet Girls Series),Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,blanco county,31,"blanco, TX",TX ,Blanco                      ,48,31,3390,54,AUSTIN (TX)                                                          ,635,US-TX-635
2384,ttyl (Internet Girls Series),Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,gillespie county,171,"gillespie, TX",TX ,Gillespie                   ,48,171,8590,54,AUSTIN (TX)                                                          ,635,US-TX-635
2413,Jailbait,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,blanco county,31,"blanco, TX",TX ,Blanco                      ,48,31,3390,54,AUSTIN (TX)                                                          ,635,US-TX-635
2414,Jailbait,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,gillespie county,171,"gillespie, TX",TX ,Gillespie                   ,48,171,8590,54,AUSTIN (TX)                                                          ,635,US-TX-635
2540,Out of Darkness,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,blanco county,31,"blanco, TX",TX ,Blanco                      ,48,31,3390,54,AUSTIN (TX)                                                          ,635,US-TX-635
2541,Out of Darkness,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,gillespie county,171,"gillespie, TX",TX ,Gillespie                   ,48,171,8590,54,AUSTIN (TX)                                                          ,635,US-TX-635
2552,Out of Darkness,Texas,Lake Travis Independent School District,21-Sep,9,2021,lake travis independent school district,travis county,453,"travis, TX",TX ,Travis                      ,48,453,335570,54,AUSTIN (TX)                                                          ,635,US-TX-635
2553,Out of Darkness,Texas,Leander Independent School District,21-Sep,9,2021,leander independent school district,travis county,453,"travis, TX",TX ,Travis                      ,48,453,335570,54,AUSTIN (TX)                                                          ,635,US-TX-635
2554,Out of Darkness,Texas,Leander Independent School District,21-Sep,9,2021,leander independent school district,williamson county,491,"williamson, TX",TX ,Williamson                  ,48,491,96980,54,AUSTIN (TX)                                                          ,635,US-TX-635
2695,The Nowhere Girls,Texas,Leander Independent School District,21-Sep,9,2021,leander independent school district,travis county,453,"travis, TX",TX ,Travis                      ,48,453,335570,54,AUSTIN (TX)                                                          ,635,US-TX-635
2696,The Nowhere Girls,Texas,Leander Independent School District,21-Sep,9,2021,leander independent school district,williamson county,491,"williamson, TX",TX ,Williamson                  ,48,491,96980,54,AUSTIN (TX)                                                          ,635,US-TX-635
2749,Juliet Takes a Breath,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,blanco county,31,"blanco, TX",TX ,Blanco                      ,48,31,3390,54,AUSTIN (TX)                                                          ,635,US-TX-635
2750,Juliet Takes a Breath,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,gillespie county,171,"gillespie, TX",TX ,Gillespie                   ,48,171,8590,54,AUSTIN (TX)                                                          ,635,US-TX-635
2811,Eleanor & Park,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,blanco county,31,"blanco, TX",TX ,Blanco                      ,48,31,3390,54,AUSTIN (TX)                                                          ,635,US-TX-635
2812,Eleanor & Park,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,gillespie county,171,"gillespie, TX",TX ,Gillespie                   ,48,171,8590,54,AUSTIN (TX)                                                          ,635,US-TX-635
2893,Something Must Be Wrong with Me: A Boy's Book about Sexual Abuse,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,blanco county,31,"blanco, TX",TX ,Blanco                      ,48,31,3390,54,AUSTIN (TX)                                                          ,635,US-TX-635
2894,Something Must Be Wrong with Me: A Boy's Book about Sexual Abuse,Texas,Fredericksburg Independent School District,22-Mar,3,2022,fredericksburg independent school district,gillespie county,171,"gillespie, TX",TX ,Gillespie                   ,48,171,8590,54,AUSTIN (TX)                                                          ,635,US-TX-635
